Risk Rating,Country Code,Institution,Kind,Security credentials,End-user lists,Espionage or misconduct
MEDIUM,CN,National Supercomputing Center Jinan,,,,
MEDIUM,CN,210th Research Institute,CASIC-2A,,,
MEDIUM,CN,Xi'an Aircraft Industrial Company Limited,,,,
MEDIUM,CN,Shaanxi Hongyuan Aviation Forging,,,,
MEDIUM,CN,Huawei OpenLab Suzhou,,,,
MEDIUM,CN,National Supercomputing Center Tianjin,,,,
MEDIUM,CN,National Supercomputer Center Zhengzhou,,,,
MEDIUM,CN,"Beijing Jin Sheng Bo Yue Technology Co., Ltd.",,,,
MEDIUM,CN,BOP Opto-Electronics Technology Company,,,,
MEDIUM,CN,"STK Electronics (HK) Co., Ltd.",,,,
MEDIUM,CN,Harbin Xinguang Feitian,,,,
MEDIUM,CN,Nanjing SunSea Industry Corporation,CETC 14,,,
MEDIUM,CN,"Shanghai Biren Integrated Circuit Co., Ltd.",,,,
MEDIUM,CN,China Taly Aviation Technologies Corporation,,,,
MEDIUM,CN,"Fujian Jinhua Integrated Circuit Company, Ltd.",,,,
MEDIUM,CN,China Communications Construction Company Tianjin Waterway Bureau,,,,
MEDIUM,CN,Gaohui HK Electronics,,,,
MEDIUM,CN,Central Right Investments Ltd.,,,,
MEDIUM,CN,Corad Technology (Shenzhen) Ltd.,,,,
MEDIUM,CN,Highlander (Hong Kong) Maritime Navigation Science and Technology LLC,,,,
MEDIUM,CN,"Harbin Yun Li Da Technology and Development Co., Ltd.",,,,
MEDIUM,CN,"Chongqing Optel Telecom Technology Co., Ltd.",,,,
MEDIUM,CN,Huawei Cloud Dalian,,,,
MEDIUM,CN,760th Research Institute,CSSC,,,
MEDIUM,CN,"Guangdong Dongling Carbon Tech. Co., Ltd.",,,,
MEDIUM,CN,"Shenzhen HiSilicon Technologies Co., Electrical Research Center",,,,
MEDIUM,CN,"Hengye Technology Co., Ltd.",,,,
MEDIUM,CN,Government Flying Service,,,,
MEDIUM,CN,"Shaanxi Aircaft Industry Co., Ltd.",,,,
MEDIUM,CN,Huawei Cloud Guiyang,,,,
MEDIUM,CN,China Electronics Technology Group Corporation 52nd Research Institute,,,,
MEDIUM,CN,"Huawei Technical Service Co., Ltd.",,,,
MEDIUM,CN,Altay Municipality Public Security Bureau,,,,
MEDIUM,CN,719th Research Institute,CSSC,,,
MEDIUM,CN,"HiSilicon Optoelectronics Co., Ltd.",,,,
MEDIUM,CN,NEDITEK,,,,
MEDIUM,CN,"Shanghai Haisi Technology Co., Ltd.",,,,
MEDIUM,CN,"Jiangxi Xintuo Enterprise Co., Ltd.",,,,
MEDIUM,CN,"Xac Group Aviation Electronics Import & Export Co., Ltd.",,,,
MEDIUM,CN,"Origin Quantum Computing Technology (Hefei) Co., Ltd.",,,,
MEDIUM,CN,"Hexin Xingtong Technology (Beijing) Co., Ltd.",,,,
MEDIUM,CN,HK P&W Industry Co. Ltd,,,,
MEDIUM,CN,"Shaanxi Changling Electronic Technology Co., Ltd.",,,,
MEDIUM,CN,Huawei Cloud Guangzhou,,,,
MEDIUM,CN,Shenzhen Rion Technology,,,,
MEDIUM,CN,Urumqi Municipal Public Security Bureau,,,,
MEDIUM,CN,"XAIC Tech (Xi'an) Industrial Co., Ltd.",,,,
MEDIUM,CN,"Kyland Technology Co., Ltd.",,,,
MEDIUM,CN,502 Research Institute,China Academy of Space Technology (CAST),,,
MEDIUM,CN,704th Research Institute,CSSC,,,
MEDIUM,CN,"Moyu Haishi Electronic Technology Co., Ltd.",,,,
MEDIUM,CN,MTech Industrial Limited,,,,
MEDIUM,CN,Fuhua Precision Man. Co,,,,
MEDIUM,CN,"Beijing HiFar Technology Co., Ltd.",,,,
MEDIUM,CN,Shanghai Aircraft Design and Research Institute,,,,
MEDIUM,CN,"Ningbo Huawei Computer & Net Co., Ltd.",Huawei,,,
MEDIUM,CN,"Shenzhen Mingxinyuan Co., Ltd.",,,,
HIGH,CN,"Zhongke Xingtu Space Technology Co., Ltd.",,,,
MEDIUM,CN,CNOOC Limited,CNOOC,,,
MEDIUM,CN,Forensic Genomics International,,,,
MEDIUM,CN,"HiSilicon Tech (Suzhou) Co., Ltd.",,,,
MEDIUM,CN,723rd Research Institute,CSSC,,,
MEDIUM,CN,"Beijing Tianhaida Technology Co., Ltd.",,,,
MEDIUM,CN,"Beijing Ryan Wende Science and Technology Co., Ltd.",,,,
MEDIUM,CN,Wujiaqu Municipality Public Security Bureau,,,,
MEDIUM,CN,513 Research Institute,China Academy of Space Technology (CAST),,,
MEDIUM,CN,Wuxi Beetech Inc.,,,,
MEDIUM,CN,Sunton Tech Hong Kong Ltd.,,,,
MEDIUM,CN,12th Research Institute,CSSC,,,
MEDIUM,CN,Suke Logistics Ltd.,,,,
MEDIUM,CN,"Allparts Trading Co., Ltd.",,,,
MEDIUM,CN,"Jiangsu Hengxiang Science and Education Equipment Co., Ltd.",,,,
MEDIUM,CN,"AECC Aero Science & Technology Co., Ltd.",,,,
MEDIUM,CN,"Guangzhou Hangxin Aviation Technology Co., Ltd.",,,,
MEDIUM,CN,"Shenyang Xizi Aviation Industry Co., Ltd.",,,,
MEDIUM,CN,"Beijing Leike Defense Technology Co., Ltd.",,,,
MEDIUM,CN,Turfan Municipality Public Security Bureau,,,,
MEDIUM,CN,Chinese Flight Test Establishment,,,,
MEDIUM,CN,"Suzhou Nuclear Power Research Institute Co., Ltd.",,,,
MEDIUM,CN,Xiang Cheng Gao Trading (HK) Ltd,,,,
MEDIUM,CN,726th Research Institute,CSSC,,,
MEDIUM,CN,Beijing Ti-Tech Science and Technology Development Co.,,,,
MEDIUM,CN,Ningbo Semiconductor International Corporation,,,,
MEDIUM,CN,"Wuhan Raycus Fiber Laser Technologies Co., Ltd.",,,,
MEDIUM,CN,China Academy of Electronics and Information Technology,,,,
MEDIUM,CN,"Shenzhen DJI Innovation Technology Co., Ltd.",,,,
MEDIUM,CN,"SMIC Hong Kong International Co., Ltd.",,,,
MEDIUM,CN,"Chengdu JOUAV Automation Tech Co., Ltd.",,,,
MEDIUM,CN,"Zhejiang Dahua Technology Co., Ltd.",,,,
MEDIUM,CN,"SMIC Northern Integrated Circuit Manufacturing (Beijing) Co., Ltd",,,,
MEDIUM,CN,"Small Leopard Electronics Co., Ltd.",,,,
MEDIUM,CN,"Shenzhen Dragonfly Supply Chain Co., Ltd.",,,,
MEDIUM,CN,L-Tong Electronic Technology Company,,,,
MEDIUM,CN,"Shenzhen Jiachuang Weiye Technology Co., Ltd.",,,,
MEDIUM,CN,"Beijing Moreget Creative Technology Co., Ltd.",,,,
MEDIUM,CN,Detail Technology (HK) Limited,,,,
MEDIUM,CN,"Avin Electronics Technology Co., Ltd.",,,,
MEDIUM,CN,"Kinglead Electronics Co., Ltd.",,,,
MEDIUM,CN,"Suntop Semiconductor Co., Ltd.",,,,
MEDIUM,CN,Sky Rise Technology Ltd.,,,,
MEDIUM,CN,"Xi'an Semi Electronic Co., Ltd.",,,,
MEDIUM,CN,"Zone Chips Electronics Hong Kong Co., Ltd.",,,,
MEDIUM,CN,Planet Technology,,,,
MEDIUM,CN,"Onstar Electronics Co., Ltd.",,,,
MEDIUM,CN,"Yutron Technology Co., Ltd.",,,,
MEDIUM,CN,"Rui En Koo Technology Co., Ltd.",,,,
MEDIUM,CN,IMAXChip,,,,
MEDIUM,CN,"Shenzhen One World International Logistics Co., Limited",,,,
MEDIUM,CN,"Ace Electronics (HK) Co., Limited",,,,
MEDIUM,CN,UCreate Electronics Group,,,,
MEDIUM,CN,"Rayscience Optoelectronics Innovation Co., Ltd.",,,,
MEDIUM,CN,"Xin Quan Electronics Hong Kong Co., Limited",,,,
MEDIUM,CN,Insight Electronics,,,,
MEDIUM,CN,BVI Electronics,,,,
MEDIUM,CN,Tenco Technology Company Ltd.,,,,
MEDIUM,CN,Beijing Lion Heart International Trading Company,,,,
MEDIUM,CN,"Mei Xin Electronic (HK) Co., Limited",,,,
MEDIUM,CN,"Hong Kong Qisu Electronic Technology Co., Ltd.",,,,
MEDIUM,CN,Midas Lighting Limited,,,,
MEDIUM,CN,Hytera Communications Limited,,,,
MEDIUM,CN,RYX Electronic (HK) Limited,,,,
MEDIUM,CN,"Cinty Intl (HK) Industry Co., Limited",,,,
MEDIUM,CN,Tengxuxing Electronic Technology HK Limited,,,,
MEDIUM,CN,Minhoo Logistics Limited,,,,
MEDIUM,CN,HWA Create,,,,
MEDIUM,CN,Hong Kong Yayang Trading Ltd.,,,,
MEDIUM,CN,Megatek Ltd.,,,,
MEDIUM,CN,Pera Global,,,,
MEDIUM,CN,"Cloudmax Tech Co., Limited",,,,
MEDIUM,CN,Beijing Transemic Technology Ltd.,,,,
MEDIUM,CN,Chipgoo Electronics Limited,,,,
MEDIUM,CN,Piraclinos Limited,,,,
MEDIUM,CN,Incomp Limited,,,,
MEDIUM,CN,"Grun Group Co., Limited",,,,
MEDIUM,CN,"Qianpu Technology Co., Ltd.",,,,
MEDIUM,CN,Comsum Technologies (Group) Ltd.,,,,
MEDIUM,CN,3-K Electronics Limited,,,,
MEDIUM,CN,"DGT Technology (HK) Co., Limited",,,,
MEDIUM,CN,O-Nice Trading Co. Limited,,,,
MEDIUM,CN,"JCN (HK) Technology Co., Ltd.",,,,
MEDIUM,CN,Taihe Electric (Hong Kong) Limited,,,,
MEDIUM,CN,ZeYuan Technology Limited,,,,
MEDIUM,CN,MAK Logistics,,,,
MEDIUM,CN,Wellgo International Industrial Limited,,,,
MEDIUM,CN,Yield Bright Industrial Limited,,,,
MEDIUM,CN,ICsole Technology Limited,,,,
MEDIUM,CN,Eastech Electronics Limited,,,,
MEDIUM,CN,"TiMi Technologies Co., Ltd.",,,,
MEDIUM,CN,"Shenzhen BZ Space Technology Co., Ltd.",,,,
MEDIUM,CN,Hongkong Inkson Technology Limited,,,,
MEDIUM,CN,Foang Tech Inc.,,,,
MEDIUM,CN,Tiger Force Electronics Limited,,,,
MEDIUM,CN,Hong Kong Haiheng Electronics Co. Ltd.,,,,
MEDIUM,CN,ICSOSO Electronics Co. Ltd.,,,,
HIGH,CN,"Beijing Xuanyu Intelligent Technology Co., Ltd.",,,,
HIGH,CN,"Institute of Fluid Physics, China Academy of Engineering Physics",,,,
HIGH,CN,"Institute of Mechanical Manufacturing Technology, China Academy of Engineering Physics",,,,
HIGH,CN,The Tenth Research Institute of China Electronics Technology Group Corporation,,,,
HIGH,CN,General Design Institute of Hubei Academy of Aerospace Technology,,,,
HIGH,CN,Harbin Institute of Technology (Weihai),,,,
HIGH,CN,Inner Mongolia Synthetic Chemical Research Institute,,,,
HIGH,CN,"Weihai Weigao Electronic Engineering Co., Ltd.",,,,
HIGH,CN,"Shenyang SIASUN Robot Automation Co., Ltd.",,,,
HIGH,CN,Xi'an Institute of Aerospace Precision Mechatronics,,,,
HIGH,CN,"Beijing Hexie Navigation Technology Co., Ltd.",,,,
HIGH,CN,"Institute of Systems Engineering, Academy of Military Sciences, System Overall Research Institute",,,,
HIGH,CN,The 22nd Research Institute of China Electronics Technology Group Corporation,,,,
HIGH,CN,The 28th Research Institute of China Electronics Technology Group Corporation,,,,
HIGH,CN,"Chengdu Zhongshi Shunlang Technology Co., Ltd.",,,,
HIGH,CN,Beijing Aerospace Vehicle Overall Design Department,,,,
HIGH,CN,"Beijing Beidou Star Navigation Technology Co., Ltd.",,,,
HIGH,CN,Nanjing Institute of Electronic Equipment,,,,
HIGH,CN,Beijing Jinghang Institute of Computing and Communication,,,,
HIGH,CN,"Aerospace New Weather Technology Co., Ltd.",,,,
HIGH,CN,Army Aviation Academy,,,,
HIGH,CN,"Beijing Netruida Technology Co., Ltd.",,,,
HIGH,CN,"Beijing Qunling Energy Technology Co., Ltd.",,,,
HIGH,CN,"Nanjing Nanrui Jibao Engineering Technology Co., Ltd.",,,,
HIGH,CN,"Changzhou Borui Electric Power Automation Equipment Co., Ltd.",,,,
HIGH,CN,"Wuxi Shenda Air Conditioning Equipment Co., Ltd.",,,,
HIGH,CN,"Shijiazhuang Citek Electronic Technology Co., Ltd.",,,,
HIGH,CN,Beijing Institute of Remote Sensing Equipment,,,,
HIGH,CN,"Yantai Haiyi Energy Technology Co., Ltd.",,,,
HIGH,CN,"Beijing Zhonghai Technology Development Co., Ltd.",,,,
HIGH,CN,"Hebei Huanchen Technology Co., Ltd.",,,,
HIGH,CN,"Heilongjiang Discovery Robot Co., Ltd.",,,,
HIGH,CN,"Shanghai Power Energy Storage Battery System Engineering Technology Co., Ltd.",,,,
HIGH,CN,"Beijing Beibian Microgrid Technology Co., Ltd.",,,,
HIGH,CN,"Zhongshan Hexin Packaging Co., Ltd.",,,,
HIGH,CN,Shanghai Institute of Precision Metrology and Testing,,,,
HIGH,CN,"Hunan Xinhai Co., Ltd.",,,,
HIGH,CN,"Shaanxi Tonghua Electromechanical Co., Ltd.",,,,
HIGH,CN,"Institute of National Defense Engineering, Academy of Military Sciences of the Chinese People's Liberation Army",,,,
HIGH,CN,"Nanjing Institute of Water Conservancy and Hydrology Automation, Ministry of Water Resources",,,,
HIGH,CN,"Beijing Weiwan Hengrui Technology Co., Ltd.",,,,
HIGH,CN,China Ordnance Industry New Technology Promotion Research Institute,,,,
HIGH,CN,"Beijing Zhongbei Innovation Technology Development Co., Ltd.",,,,
HIGH,CN,"Beijing Aerospace Measurement and Control Technology Co., Ltd.",,,,
HIGH,CN,Hefei Institute of Physical Sciences,,,,
HIGH,CN,Southlake Laboratory,,,,
HIGH,CN,Kunshan Jiuhua Electronic Equipment Factory,,,,
HIGH,CN,"Shenzhen Fengyun Industrial Co., Ltd.",,,,
HIGH,CN,"Institute of Ultra-High Speed ​​Aerodynamics, China Aerodynamics Research and Development Center",,,,
HIGH,CN,"Institute of Aerospace Technology, China Aerodynamic Research and Development Center",,,,
HIGH,CN,"Anfang Hi-Tech Electromagnetic Safety Technology (Beijing) Co., Ltd.",,,,
HIGH,CN,"Star Holdings Group Co., Ltd.",,,,
HIGH,CN,"Shaanxi Novi Information Technology Co., Ltd.",,,,
HIGH,CN,"Victory Technology (Wuhan) Co., Ltd.",,,,
HIGH,CN,"Tianjin Golden Fangyuan Instrument Co., Ltd.",,,,
HIGH,CN,"Beijing Hejie Electric Co., Ltd.",,,,
HIGH,CN,"Xi'an Aerospace Tianhui Data Technology Co., Ltd.",,,,
HIGH,CN,East China Institute of Computing Technology,CETC 32,,,
HIGH,CN,The Fifteenth Research Institute of China Electronics Technology Group Corporation,,,,
HIGH,CN,The 707th Research Institute of China Shipbuilding Industry Corporation,,,,
HIGH,CN,"Xi'an Innovation Port Information Technology Co., Ltd.",,,,
HIGH,CN,"Zhongke Sanqing Technology Co., Ltd.",,,,
HIGH,CN,"Beijing Zhongke Sanqing Environmental Technology Co., Ltd.",,,,
HIGH,CN,Xi'an Institute of Surveying and Mapping,,,,
HIGH,CN,National Satellite Ocean Application Center,,,,
HIGH,CN,China Academy of Water Resources and Hydropower Research,,,,
HIGH,CN,"Chengdu Langrui Cryogenic Technology Co., Ltd.",,,,
HIGH,CN,"Xi'an Yubo Robot System Technology Co., Ltd.",,,,
HIGH,CN,Shanghai University of Engineering and Technology,,,,
HIGH,CN,He Hai University,,,,
HIGH,CN,Jiangyin Vocational and Technical College,,,,
HIGH,CN,Beijing Physical and Chemical Analysis and Testing Center,,,,
HIGH,CN,"Beijing Physical and Chemical Testing Technology Co., Ltd.",,,,
HIGH,CN,China Meteorological Administration Wuhan Rainstorm Research Institute,,,,
HIGH,CN,The Seventh Research Institute of China Electronics Technology Group Corporation,,,,
HIGH,CN,Xi'an Industrial University,,,,
HIGH,CN,Xi'an Institute of Optics and Fine Mechanics,,,,
HIGH,CN,Institute of Metal Research,Chinese Academy of Sciences,,,
HIGH,CN,"Sichuan Air Separation Plant (Group) Co., Ltd.",,,,
HIGH,CN,"China Electric Apparatus Research Institute Co., Ltd.",,,,
HIGH,CN,Beijing Institute of Aerospace Experiment Technology,,,,
HIGH,CN,"Xi'an Kuaizhou Measurement and Control Technology Co., Ltd.",,,,
HIGH,CN,China Ordnance Industry Experimental and Testing Research Institute,,,,
HIGH,CN,"Shenzhen Zhongdian Power Technology Co., Ltd.",,,,
HIGH,CN,Shanghai Electric (Group) Corporation,,,,
HIGH,CN,"Shanghai Electric Blower Factory Co., Ltd.",,,,
HIGH,CN,Iron and Steel Research Institute,,,,
HIGH,CN,"Shanghai Electric Heavy Casting and Forging Co., Ltd.",,,,
HIGH,CN,"Shanghai Electric Group Shanghai Electric Machinery Factory Co., Ltd.",,,,
HIGH,CN,"Zhejiang Petrochemical Valve Co., Ltd.",,,,
HIGH,CN,"Rongxin Huike Electric Co., Ltd.",,,,
HIGH,CN,"Rongxin Huike Electric Technology Co., Ltd.",,,,
HIGH,CN,"Chengdu Dinghong Petroleum Technology Co., Ltd.",,,,
HIGH,CN,"Sichuan Sanyuan Environmental Governance Co., Ltd.",,,,
HIGH,CN,"Nanjing Ingma Instrument Technology Co., Ltd.",,,,
HIGH,CN,The Health and Epidemic Prevention Institute of the 63850th Army of the Chinese People's Liberation Army,,,,
HIGH,CN,"CSIC Pengli (Nanjing) Atmospheric Ocean Information System Co., Ltd.",,,,
HIGH,CN,"China Shipbuilding Industry Corporation Nanjing Pengli Technology Group Co., Ltd.",,,,
HIGH,CN,The 54th Research Institute of China Electronics Technology Group Corporation,,,,
HIGH,CN,"Aerospace Hongtu Information Technology Co., Ltd.",,,,
HIGH,CN,Hubei Institute of Aerospace Chemical Technology,,,,
HIGH,CN,Beijing University of Science and Technology,,,,
HIGH,CN,"Hangyu Lifesaving Equipment Co., Ltd.",,,,
HIGH,CN,The 49th Research Institute of China Electronics Technology Group Corporation,,,,
HIGH,CN,Zhejiang University Suzhou Institute of Industrial Technology,,,,
HIGH,CN,"Shenzhen Taike Feitian Technology Co., Ltd.",,,,
HIGH,CN,Shenzhen Lvhang Interstellar Space Technology Research Institute,,,,
HIGH,CN,"Shenzhen Qianhai Binghan Information Technology Co., Ltd.",,,,
HIGH,CN,"China Shipbuilding Industry Group Emergency Warning and Rescue Equipment Co., Ltd.",,,,
HIGH,CN,Beijing Institute of Environmental Characteristics,,,,
HIGH,CN,"Beijing Xingye Dayuan Technology Co., Ltd.",,,,
HIGH,CN,Shanghai Institute of Satellite Engineering,,,,
HIGH,CN,The 27th Research Institute of China Electronics Technology Group Corporation,,,,
HIGH,CN,The 38th Research Institute of China Electronics Technology Group Corporation,,,,
HIGH,CN,China Satellite Navigation System Management Office,,,,
HIGH,CN,"Henan Weihua Heavy Machinery Co., Ltd.",,,,
HIGH,CN,"Aerospace Star Technology Co., Ltd.",,,,
HIGH,CN,"Guangzhou Zhixun Communication System Co., Ltd.",,,,
HIGH,CN,"Tongliao Yilong Technology Co., Ltd.",,,,
HIGH,CN,"Shanghai Tongrong Civil Engineering Technology Co., Ltd.",,,,
HIGH,CN,"Taiyuan Rongsheng Technology Co., Ltd.",,,,
HIGH,CN,"Hengshui Baijin Composite Material Technology Co., Ltd.",,,,
HIGH,CN,China Academy of Aerospace Systems Science and Engineering,,,,
HIGH,CN,"FAW Jiefang Automobile Co., Ltd.",,,,
HIGH,CN,"Dongfeng Off-Road Vehicle Co., Ltd.",,,,
HIGH,CN,"Golden Monkey Group Weihai Leather Goods Co., Ltd.",,,,
HIGH,CN,"Chongqing Jialing Quanyu Motor Vehicle Co., Ltd.",,,,
HIGH,CN,Shenzhen Electric Company,,,,
HIGH,CN,The Eighteenth Research Institute of China Electronics Technology Group Corporation,,,,
HIGH,CN,"Nanyang Second Machine Vehicle Manufacturing Co., Ltd.",,,,
HIGH,CN,"Guangzhou Haige Communication Group Co., Ltd.",,,,
HIGH,CN,Chinese People's Liberation Army Armament Academy,,,,
HIGH,CN,China Ordnance Industry Information Center,,,,
HIGH,CN,"Beijing Liuhe Huitong Technology Co., Ltd.",,,,
HIGH,CN,Air Force Academy Science and Technology Innovation Research Center,,,,
HIGH,CN,"Jiangsu Radio Factory Co., Ltd.",,,,
HIGH,CN,State-owned No. 459 Factory,,,,
HIGH,CN,"Beijing Institute of Technology Reco Electronic Information Technology Co., Ltd.",,,,
HIGH,CN,"Beijing Fujirui Optoelectronics Technology Co., Ltd.",,,,
HIGH,CN,"Chengdu Zongheng Technology Co., Ltd.",,,,
HIGH,CN,"Wuhan Zhongyuan Communication Co., Ltd.",,,,
HIGH,CN,"Hefei Tongzhi Electromechanical Control Technology Co., Ltd.",,,,
HIGH,CN,"Shenyang Shunyi Technology Co., Ltd.",,,,
HIGH,CN,"Yangzhou Spark Industrial Co., Ltd.",,,,
HIGH,CN,North China Vehicle Research Institute,,,,
HIGH,CN,China Ordnance Industry Computer Application Technology Research Institute,,,,
HIGH,CN,"Beijing Yuanhua Tianchuang Technology Co., Ltd.",,,,
HIGH,CN,"Chengdu Aotewei Electronic Technology Co., Ltd.",,,,
HIGH,CN,"Chengdu Autoway Technology Co., Ltd.",,,,
HIGH,CN,"Beijing Gepu Testing Technology Co., Ltd.",,,,
HIGH,CN,"Jiangsu Liugong Machinery Co., Ltd.",,,,
HIGH,CN,"Bengbu Shenzhou Machinery Co., Ltd.",,,,
HIGH,CN,"CSSC Marine Exploration Technology Research Institute Co., Ltd.",,,,
HIGH,CN,"Shanghai Jutong Industrial Co., Ltd.",,,,
HIGH,CN,"Wuxi Xingdi Instrument Co., Ltd.",,,,
HIGH,CN,"Zhejiang Jiefang Machinery Manufacturing Co., Ltd.",,,,
HIGH,CN,"Zhuhai Yunzhou Intelligent Technology Co., Ltd.",,,,
HIGH,CN,"Zhengzhou Foguang Power Generation Equipment Co., Ltd.",,,,
HIGH,CN,"Wuxi Haite Machinery Co., Ltd.",,,,
HIGH,CN,"Institute of Nuclear Physics and Chemistry, China Academy of Engineering Physics",,,,
HIGH,CN,"Guangtian Sykes Hydraulic Co., Ltd.",,,,
HIGH,CN,"Xi'an Haorui Electronic Technology Co., Ltd.",,,,
HIGH,CN,"Suning County Zhongyuan Textile Co., Ltd.",,,,
HIGH,CN,Army Special Medical Center,,,,
HIGH,CN,"Chongqing Jian'an Instrument Co., Ltd.",,,,
HIGH,CN,"Qingdao Installation and Construction Co., Ltd.",,,,
HIGH,CN,"Shenyang Changbai Electronic Application Equipment Co., Ltd.",,,,
HIGH,CN,"Nantong Yongyu Antirust Material Co., Ltd.",,,,
HIGH,CN,Hubei Institute of Technology,,,,
HIGH,CN,Chengdu University of Information Engineering,,,,
HIGH,CN,"Dongguan Altai Display Technology Co., Ltd.",,,,
HIGH,CN,Beijing Institute of Electronic Engineering,,,,
HIGH,CN,Sanxia University,,,,
HIGH,CN,China Ship Science Research Center,,,,
HIGH,CN,"Zhenjiang Hanhai Technology Co., Ltd.",,,,
HIGH,CN,"Institute of Applied Electronics, China Academy of Engineering Physics",,,,
HIGH,CN,"Shaanxi Tenn Electronic Technology Co., Ltd.",,,,
HIGH,CN,"Kaiyun Lianchuang (Beijing) Technology Co., Ltd.",,,,
HIGH,CN,China Shipbuilding Corporation System Engineering Research Institute,,,,
HIGH,CN,Research Institute of Yantai Harbin Engineering University,,,,
HIGH,CN,"Dongguan Tianxiang Aerospace Technology Co., Ltd.",,,,
HIGH,CN,Army Armored Forces Academy,,,,
HIGH,CN,The Fourteenth Research Institute of China Electronics Technology Group Corporation,,,,
HIGH,CN,"Sichuan Yidian Aviation Technology Co., Ltd.",,,,
HIGH,CN,The 52nd Research Institute of China Electronics Technology Group Corporation,,,,
HIGH,CN,Beijing Institute of Aerospace Control Instruments,,,,
HIGH,CN,701 Factory of the Chinese People's Liberation Army Navy,,,,
HIGH,CN,Chinese People's Liberation Army Navy Recruitment Pilot Student Work Office,,,,
HIGH,CN,"Beijing Dingliang Technology Co., Ltd.",,,,
HIGH,CN,"Lianyungang Jereh Soft Technology Co., Ltd.",,,,
HIGH,CN,"Shenzhen Shuangping Power Technology Co., Ltd.",,,,
HIGH,CN,"Shenyang Rubber Research and Design Institute Co., Ltd.",,,,
HIGH,CN,"Steel Research Nanoco Testing Technology Co., Ltd.",,,,
HIGH,CN,Beijing Industry University,,,,
HIGH,CN,"Daqing Qinglulangrun Technology Co., Ltd.",,,,
HIGH,CN,"Shanghai Yinai New Material Technology Co., Ltd.",,,,
HIGH,CN,China Ordnance Industry 213th Research Institute,,,,
HIGH,CN,"Wuhu Shipyard Co., Ltd.",,,,
HIGH,CN,China Shipbuilding Industry Corporation No. 711 Research Institute,,,,
HIGH,CN,"Qingdao Dongfang Marine High-tech Equipment Manufacturing Co., Ltd.",,,,
HIGH,CN,"Shanxi Ketai Aerospace Defense Technology Co., Ltd.",,,,
HIGH,CN,"Beijing Weilan Jizhi Technology Co., Ltd.",,,,
HIGH,CN,"Dianke Cloud (Beijing) Technology Co., Ltd.",,,,
HIGH,CN,The 30th Research Institute of China Electronics Technology Group Corporation,,,,
HIGH,CN,Central North University,,,,
HIGH,CN,"Wuhan One Decibel Technology Co., Ltd.",,,,
HIGH,CN,"Wuhan Yuanhai Borch Technology Co., Ltd.",,,,
HIGH,CN,Beijing Institute of Telemetry Technology,,,,
HIGH,CN,"Aerospace Long March Rocket Technology Co., Ltd.",,,,
HIGH,CN,"Wuhan Dafang Environmental Protection Technology Co., Ltd.",,,,
HIGH,CN,China Shipbuilding Corporation No. 719 Research Institute,,,,
HIGH,CN,"Zhejiang Haiji Nuclear Biotechnology Co., Ltd.",,,,
HIGH,CN,China State Shipbuilding Corporation No. 708 Research Institute,,,,
HIGH,CN,"Shanghai Zhirui Information Technology Co., Ltd.",,,,
HIGH,CN,"Jiangsu Cyberspace Science and Technology Co., Ltd.",,,,
HIGH,CN,"Nanjing Lefei Aviation Technology Co., Ltd.",,,,
HIGH,CN,Naval Aeronautical Engineering Academy,,,,
HIGH,CN,China Shipbuilding Corporation No. 708 Research Institute,,,,
HIGH,CN,"Xi'an Aibang Electromagnetic Technology Co., Ltd.",,,,
HIGH,CN,"Shaanxi Jiuzhou Remote Sensing Information Technology Co., Ltd.",,,,
HIGH,CN,National Marine Technology Center,,,,
HIGH,CN,"Gaode Software Co., Ltd.",,,,
HIGH,CN,Nautical Chart Information Center of the Naval Staff Department of the Chinese People's Liberation Army,,,,
HIGH,CN,"Beijing Tianchuang Honghe Technology Co., Ltd.",,,,
HIGH,CN,"CETC (Ningbo) Marine Electronics Research Institute Co., Ltd.",,,,
HIGH,CN,The 20th Research Institute of China Electronics Technology Group Corporation,,,,
HIGH,CN,"Tongfang Test Technology (Beijing) Co., Ltd.",,,,
HIGH,CN,"Beijing Haizhiyuan Technology Co., Ltd.",,,,
HIGH,CN,"Beijing Bohua Anchuang Technology Co., Ltd.",,,,
HIGH,CN,China Shipbuilding Industry Corporation No. 704 Research Institute,,,,
HIGH,CN,"CASIC Shenzhen (Group) Co., Ltd.",,,,
HIGH,CN,Jiujiang Branch of No.707 Research Institute of China Shipbuilding Industry Corporation,,,,
HIGH,CN,Liaoning Institute of Metrology,,,,
HIGH,CN,"Liaoning Huake Petroleum Equipment Technology Co., Ltd.",,,,
HIGH,CN,"Pathfinder Holding Group Co., Ltd.",,,,
HIGH,CN,"Qingdao Tianyin Textile Technology Co., Ltd.",,,,
HIGH,CN,"China National Chemical Corporation Shuguang Rubber Industry Research and Design Institute Co., Ltd.",,,,
HIGH,CN,Beijing Simulation Center,,,,
HIGH,CN,Wuhan Marine Electric Propulsion Research Institute,,,,
HIGH,CN,"Nanjing Kuidao Technology Co., Ltd.",,,,
HIGH,CN,"Beijing Long March Tianmin Hi-Tech Co., Ltd.",,,,
HIGH,CN,"Huaquality Excellent Productivity Promotion (Beijing) Co., Ltd.",,,,
HIGH,CN,Tianjin Jinhang Computing Technology Research Institute,,,,
HIGH,CN,The 53rd Research Institute of China Electronics Technology Group Corporation,,,,
